corpus,cid,param,beta,k
callfriend,eng_n-callfriend-eng_n-6372.parquet,Intercept,-0.6522758086003737,4636
callfriend,eng_n-callfriend-eng_n-6372.parquet,self,-0.4321013322022755,4636
callfriend,eng_n-callfriend-eng_n-6372.parquet,other,0.15017178708343965,4636
callfriend,eng_n-callfriend-eng_n-6372.parquet,turn_delta,0.03428502841734212,4636
CORAAL,CORAAL-se2_ag4_m_01DTA-se2-ag4.parquet,nx,0.14989201379532366,85095
CORAAL,CORAAL-se2_ag4_m_01DTA-se2-ag4.parquet,Intercept,-0.4000409502684429,85095
CORAAL,CORAAL-se2_ag4_m_01DTA-se2-ag4.parquet,self,-0.0993965871805106,85095
CORAAL,CORAAL-se2_ag4_m_01DTA-se2-ag4.parquet,other,0.058509301163952095,85095
CORAAL,CORAAL-se2_ag4_m_01DTA-se2-ag4.parquet,turn_delta,0.007760389744196181,85095
CABNC,CABNC-KC3RE001-KC3.parquet,nx,0.18928178905731852,26334
CABNC,CABNC-KC3RE001-KC3.parquet,Intercept,-0.32447657154326875,26334
CABNC,CABNC-KC3RE001-KC3.parquet,self,-0.7984948204643489,26334
CABNC,CABNC-KC3RE001-KC3.parquet,other,-0.3779759958088891,26334
CABNC,CABNC-KC3RE001-KC3.parquet,turn_delta,-0.0059181336888123786,26334
CANDOR,CANDOR-13-3a5a4eec-b25f-4d92-badd-5ec53ab52847.parquet,nx,0.10827817425741953,31721
CANDOR,CANDOR-13-3a5a4eec-b25f-4d92-badd-5ec53ab52847.parquet,Intercept,-0.03328392919599194,31721
CANDOR,CANDOR-13-3a5a4eec-b25f-4d92-badd-5ec53ab52847.parquet,self,0.015260622001124843,31721
CANDOR,CANDOR-13-3a5a4eec-b25f-4d92-badd-5ec53ab52847.parquet,other,0.11148984992296065,31721
CANDOR,CANDOR-13-3a5a4eec-b25f-4d92-badd-5ec53ab52847.parquet,turn_delta,0.006268371744501415,31721
CABNC,CABNC-KBBRE00F-KBB.parquet,nx,0.12007015412140498,277
CABNC,CABNC-KBBRE00F-KBB.parquet,Intercept,-0.046396065802169525,277
CABNC,CABNC-KBBRE00F-KBB.parquet,self,-0.3037861588189034,277
CABNC,CABNC-KBBRE00F-KBB.parquet,other,-0.23854508160648288,277
CABNC,CABNC-KBBRE00F-KBB.parquet,turn_delta,0.007602008376334207,277
CABNC,CABNC-KB8RE007-KB8.parquet,nx,0.17984617350265278,73973
CABNC,CABNC-KB8RE007-KB8.parquet,Intercept,-0.5265547736957245,73973
CABNC,CABNC-KB8RE007-KB8.parquet,self,-0.2595699677299003,73973
CABNC,CABNC-KB8RE007-KB8.parquet,other,0.031116304972517873,73973
CABNC,CABNC-KB8RE007-KB8.parquet,turn_delta,0.003640966739749684,73973
CABNC,CABNC-KBFRE00R-0missing.parquet,nx,0.17719184042713806,18018
CABNC,CABNC-KBFRE00R-0missing.parquet,Intercept,-0.4446717070786833,18018
CABNC,CABNC-KBFRE00R-0missing.parquet,self,-0.22170381859260016,18018
CABNC,CABNC-KBFRE00R-0missing.parquet,other,-0.11849006879209732,18018
CABNC,CABNC-KBFRE00R-0missing.parquet,turn_delta,0.015194075569618732,18018
CANDOR,CANDOR-27-cd679e62-34dd-4b67-8042-2dec66c89551.parquet,nx,0.1404135873665744,15363
CANDOR,CANDOR-27-cd679e62-34dd-4b67-8042-2dec66c89551.parquet,Intercept,-0.520451336055384,15363
CANDOR,CANDOR-27-cd679e62-34dd-4b67-8042-2dec66c89551.parquet,self,-0.260791990882252,15363
CANDOR,CANDOR-27-cd679e62-34dd-4b67-8042-2dec66c89551.parquet,other,-0.20949605816545067,15363
CANDOR,CANDOR-27-cd679e62-34dd-4b67-8042-2dec66c89551.parquet,turn_delta,0.019622011959030898,15363
CABNC,CABNC-KBNRE005-KBN.parquet,nx,0.1904609164099054,2285
CABNC,CABNC-KBNRE005-KBN.parquet,Intercept,-0.5650757292620944,2285
CABNC,CABNC-KBNRE005-KBN.parquet,self,-0.12625482070995375,2285
CABNC,CABNC-KBNRE005-KBN.parquet,other,0.11384079705972205,2285
CABNC,CABNC-KBNRE005-KBN.parquet,turn_delta,0.023962460280760187,2285
CANDOR,CANDOR-7-788fbfa6-b7d3-46a7-8c09-a91c98a1ee30.parquet,nx,0.14665914559103907,14719
CANDOR,CANDOR-7-788fbfa6-b7d3-46a7-8c09-a91c98a1ee30.parquet,Intercept,-0.5538392889846337,14719
CANDOR,CANDOR-7-788fbfa6-b7d3-46a7-8c09-a91c98a1ee30.parquet,self,-0.26112806279550166,14719
